SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
173294,18,36,57924,7733,O,20.8
173326,12,37,1910,45,O,513
173339,36,37,862,682,M,70.2
173359,25,35,10917,1,O,1118.8
173395,40,33,110,2,O,1051.1
173405,42,35,333,27,C,171
173435,6,3,192319,45790,O,32.6
173442,26,33,592,38,C,3864.1
173493,27,35,121,1,O,1093.5
173496,38,13,4437,42519,O,18.5
173526,42,23,4284,125,O,184.9
173542,42,20,5868,400,O,825.5
173577,6,35,318,8,C,50.3
173601,6,35,2399,35,O,2135.8
173610,9,37,7092,54,O,214.6
173615,30,35,9507,7,O,1400
173632,4,29,3302,21,O,98.4
173641,10,35-38,1788,1,O,25
173659,55,35,7764,910,O,526
173737,41,3,27781,30932,O,55.6
173763,13,21,1801,51,O,120.9
173780,39,32,74735,44590,O,20.8
173812,25,43,6005,29710,O,230.2
173835,33,30,94,5,O,121.6
173869,55,23,7300,3461,O,23.4
173940,53,29,5,2,O,793.7
173949,55,7,68719,19634,O,356.2
173964,41,4,31277,287318,O,91.2
174022,6,38,17319,33,O,83.1
174025,42,40,76,2,C,4567.7
174032,2,5,276917,27688,O,62.9
174048,6,30,46481,1823,C,38.6
174076,23,34,83533,1406,O,15
174082,34,33,2729,3,O,721.4
174092,34,23,365254,9272,O,25.4
174127,40,33,1841,392,C,290.4
174128,31,4,32707,43609,O,26.9
174162,25,35,507,4,O,1021.8
174184,29,38,2042,9,O,461.8
174195,6,40,2080,728,C,251.7
174223,28,24,61083,165398,C,62.4
174228,47,24,175,5,C,887.7
174276,48,35,518,15,O,84
174330,54,15,1235698,12115593,C,199.2
174367,27,38,1319,191,M,1574.6
174431,48,29,1851,65,O,63
174444,48,36,17394,14168,M,190.1
174478,13,27,13183,41612,O,560.1
174512,8,35,3900,3,C,914.6
174528,39,36,11529,3999,C,656.5
174587,33,35,51561,482,C,34.5
174612,19,27,12844,9812,M,84.4
174651,47,40,9414,1832,C,339.5
174703,27,40,151,10,C,273.9
174727,48,38,2052,7,O,511.7
174742,36,35,1,1,O,168.1
174776,54,38,147177,2312,O,30
174824,51,31,11102,40130,C,20.8
174921,42,23,39247,17738,C,71.8
174985,29,23,5508,3271,M,115.9
175020,21,35,32706,49569,C,69.7
175027,39,34,2805,85,O,400.1
175035,4,35,8798,6,O,792.4
175036,48,3,23418,40031,M,380.1
175048,34,21,280,2,C,93
175050,39,33,21,35,O,254.6
175063,41,35,32,2,C,5878.4
175067,6,35,78085,97,O,365
175075,32,38,8184,3,C,2633.8
175119,36,27,136409,34949,O,168.8
175124,34,35,433,2,O,609.1
175132,17,7,25183,2398,O,21.8
175158,20,35,110641,43276,O,29.3
175240,17,36,70,1,C,29454.9
175247,4,43,34,164,M,23664.7
175300,55,6,37339,36072,C,359
175340,13,34,143,2,O,3219.8
175346,19,35,4317,302,O,217.8
175376,17,37,3799,6,O,1090.1
175396,55,34,520,5,C,1979.7
175407,6,38,529,1483,C,126.8
175409,47,32,36393,39508,O,29.1
175442,55,30,57,4,O,15202.5
175453,17,23,65285,35532,O,40.5
175464,39,36,62876,27396,C,260.2
175472,48,36,26,2,O,122.1
175482,48,43,93743,43630,M,46.5
175496,41,34,21041,2180,O,61.9
175525,26,36,1012,214,M,184.2
175609,18,20,13647,2465,O,7.6
175649,41,35,546,1,O,76.8
175653,6,35,22240,130,O,469.8
175666,20,40,4015,557,C,243.4
175698,8,24,147,3,C,58
175776,18,40,327,55,C,29.4
175867,6,33,7668,40251,O,13.3
175880,31,31,225,173,C,198.1
175882,4,37,2602,4,C,63.7
175932,6,35,136,1,O,325.7
175947,29,14,13159,43144,O,439.3
175960,26,32,1185,269,O,56.8
176010,48,24,48414,80233,O,45.1
176018,48,33,52213,37767,M,154.1
176027,25,35,10437,1,O,674.1
176030,54,38,1951,5,C,63.9
176043,17,4,12996,39987,O,68.4
176045,42,24,11745,8589,O,31.5
176046,25,38,210,7,O,62.1
176083,12,24,648,96,O,245.5
176133,53,35,371,5,O,26
176152,55,5,184497,23720,O,429.4
176172,20,23,6655,3468,C,25.3
176179,27,35,3138,2,O,774.3
176180,47,36,1717,627,O,19.6
176201,26,36,41,12,C,262673.1
176213,53,19,19405,62096,C,76.4
176215,26,32,43710,38892,C,76.3
176240,37,34,180,2,C,1438.3
176244,39,28,808,390,C,65.1
176265,51,24,10931,4443,C,29.1
176285,19,36,224704,40571,O,322.6
176290,6,20,28414,240925,M,412.7
176318,18,34,1163,15,O,429.6
176351,27,33,32508,14678,C,27.1
176355,36,32,314,86,C,566.9
176362,36,34,1492,31,C,137.5
176403,26,34,353210,60046,C,46.5
176405,6,32,818,46,O,66.8
176433,26,29,244,22,M,1860.8
176457,36,37,15310,180,O,407.7
176458,6,24,2865,47858,O,33.2
176465,36,29,27,2,O,3910.5
176473,37,31,6079,50300,O,27.1
176555,26,36,54954,4668,C,7
176557,16,35,78338,17,O,720.1
176564,12,35,421,1,O,22.7
176574,37,43,25,1,C,8144.5
176593,34,36,117019,8734,O,171.7
176647,26,36,10918,5359,C,267.1
176677,27,35,8339,15,O,127.4
176708,32,13,1670,55685,C,203.9
176717,55,35,27218,105,M,138.5
176786,44,34,20627,2624,O,248.1
176804,36,35,4693,376,O,77.9
176807,6,33,30110,44925,O,60
176810,55,38,8962,594,M,484.3
176901,6,35,44008,53,O,86.7
176907,42,36,1823,52,C,174.1
176925,17,23,48161,13238,M,140.6
176928,42,35,304,71,C,160.4
176964,9,38,93807,540,O,169
176989,23,35,500,33,M,173.3
176996,36,40,1110,1,O,67.7
177028,27,34,199688,31845,O,25.8
177041,37,34,1055,4,C,108.6
177092,18,29,1210,7,O,792.1
177136,6,41,2797,41126,O,39.8
177169,49,40,178676,175149,C,34.3
177204,48,4,61658,48402,M,383.2
177206,5,24,6713,184,O,258.1
177224,6,35,1281,1,O,728.3
177253,53,34,1060,142,O,133
177279,39,35,78,5,O,350.2
177289,17,35,8830,343,M,105.6
177299,12,35,3989,61,O,103
177315,17,40,9009,24397,C,519.8
177321,46,4,27387,185613,M,66.6
177342,53,35,7982,14,O,1285
177364,22,35,44,1,O,50.4
177369,9,24,19635,545,O,12.8
177371,39,36,15638,7451,C,163.5
177381,25,38,4666,14,O,364.5
177382,21,34,3277,459,O,57.2
177393,41,35,2225,3,O,19
177411,34,38,2732,360,O,52.8
177412,41,26,1063,375,C,88.5
177428,45,30,163519,41697,O,46
177432,26,35,3270,5,C,748.4
177450,21,20-24,23420,10009,O,332.9
177452,39,34,336316,2843,M,45.3
177531,1,27,17897,27096,O,180.4
177658,26,23,37048,33356,O,67.3
177669,47,23,27376,30533,O,65
177711,33,35,45362,12,C,76.7
177732,51,33,18123,14662,C,33.5
177737,12,35,8768,15,O,217.1
177748,12,36,126,11,O,2903.5
177787,25,30,20100,1338,O,10.4
177789,48,24,197,9,M,180.8
177793,42,26,9173,47917,C,46.4
177805,39,35,391,3,O,18
177821,27,35,332,1,O,40489.8
177858,36,36,10522,18500,C,39.1
177885,30,20,150305,43259,O,28.2
177896,22,23,30974,41171,O,273.1
177897,38,35,1126,297,C,30.7
177907,12,40,53156,36304,C,26.3
177940,49,24,5870,2912,C,17.5
177977,6,30,21,1,O,331.8
178017,6,40,344,2,O,84.8
178047,34,35,963,2,O,349.8
178051,38,36,367589,38215,C,58.6
178055,13,20,5343,1356,O,30.7
178082,48,5,53655,45130,M,19.7
178120,13,35,6244,374,M,140
178167,13,5,5771,5867,O,30.9
178209,53,36,8340,408,C,5492.5
178268,34,20,66541,45700,O,42
178292,4,35,69736,406,O,1292.5
178311,42,34,3137,29,O,243.5
178366,15,21,98,9,O,498.3
178400,34,33,225368,8541,M,54.6
178419,9,40,1009,1,O,169.1
178421,6,3,104104,916,O,903.6
178424,41,23,376571,34433,M,10.3
178430,12,32,57621,30888,O,67.2
178471,42,38,227,3,O,96.9
178494,20,36,682,23,O,56.5
178510,26,24,3641,2660,C,45.7
178547,25,35,2138,9,O,724.1
178624,26,35,2,5,M,142.3
178625,9,32,482,27,O,93.4
178692,1,30,56615,34129,O,25.5
178710,25,35,14444,164,O,2646.2
178716,47,29,5,1,O,29310.2
178728,18,35,1165,14,C,1631.4
178801,17,7,6864,12284,C,111.3
178808,9,41,9485,53087,O,356.1
178839,9,23,138092,47986,O,23.1
178876,51,30,4039,2236,O,209.1
178887,49,38,3257,5,O,150.3
178905,31,17,58113,172953,O,380.8
178941,34,20,118,25,O,374.1
178950,5,36,27252,14607,C,189.3
179038,25,35,2335,4,O,110
179041,6,21,205,1,O,11825.1
179057,48,23,1308,33,O,124.5
179065,37,30,31147,16834,O,451.1
179075,36,40,58210,2398,M,156
179139,5,33,307,206,C,238.6
179168,36,34,1371,155,O,240.7
179176,35,35,750,13,O,16.3
179223,34,20,1683,350,O,114.6
179239,20,21,645,15,O,52.7
179255,9,30,59378,1898,O,12.8
179285,48,20,49258,48922,M,49.6
179295,29,35,253484,45827,O,85.3
179304,17,31,20441,27656,O,29.6
179334,45,41,3284,44388,O,375.8
179337,53,3,85106,150101,O,188.1
179400,48,34,21894,156,O,1127.4
179408,37,30,3544,440,C,279
179426,25,35,271,6,O,2089.7
179431,23,27,6370,1081,O,31.5
179438,6,21,1000925,234883,O,28.2
179512,25,38,4709,38,O,62.7
179549,34,34,652,20,C,714.8
179553,44,30,6361,1342,C,417.4
179596,56,30,213,5,O,40.5
179680,42,37,545,9,O,42.4
179682,6,35,58236,2730,O,233.9
179749,42,33,7537,2198,C,218.8
179789,45,23,338,22,O,31.4
179820,24,35,10892,18,O,367.7
179846,36,20,74,1,C,95154.3
179878,25,43,346,3,C,509.3
179884,42,40,4095,36,O,2.6
179900,13,30,193339,7195,O,24.1
179909,51,5,18967,21396,O,396.2
179948,29,29,1,2,M,75.7
179949,45,13,5573,50414,O,70.1
179952,27,32,22248,17132,C,59.9
179953,48,39,205,92,C,274.5
179957,53,30,278,109,O,1269.8
180035,27,31,16449,43678,C,3683.4
180044,28,20,4262,46801,O,101.1
180118,26,43,364,4,O,693.2
180122,48,35,700,4,M,91.9
180160,38,24,215,17,O,145.4
180200,34,7,20243,723,O,223.6
180220,25,38,2289,1,O,1119.1
180224,2,5,276872,27648,O,62.9
180226,39,34,2838,410,C,471.9
180304,31,38,93688,20327,O,14
180328,50,24,28960,38873,C,12.5
180353,6,37,205,1,O,1048
180355,19,34,31182,14854,M,21.6
180379,17,24,14302,4881,C,183.4
180382,6,40,773,3,O,849.2
180387,47,29,12988,5064,C,116.4
180416,42,36,33923,8233,M,17.7
180439,39,26,7757,37061,C,288
180547,53,31,1807,480,C,167.5
180557,42,40,28209,71,O,46.9
180576,17,35,5575,4,M,242.6
180585,47,8,48680,34835,O,329.2
180620,6,41,8856,42441,O,181.2
180655,48,5,157,201,M,346.2
180657,41,32,51127,39208,M,3.7
180688,18,36,23621,19323,C,297.5
180722,21,39,33307,32085,C,29.2
180723,12,38,1916,84,O,51.1
180772,18,23,52740,52321,C,6.2
180777,21,33,63984,13048,M,61.4
180786,29,35,928,71,O,212.9
180792,6,30,1313,16,O,244.7
180863,27,38,27889,55,O,305.2
180884,39,43,138,2,O,2059.4
180918,17,24,23436,2551,O,58.1
180924,31,38,1492,1,O,18.9
180933,48,28,1601,3704,M,519.9
181036,26,23,110365,88292,O,43.3
181038,6,33,3963,20,C,59.1
181059,37,23,2622,3041,C,22.9
181083,37,40,2507,17,O,63.8
181167,53,35,71505,39,O,170.4
181168,6,38,2761,1,C,3426.6
181169,42,35,1801,3,O,1868.3
181322,53,35,1280,11,O,191.7
181358,6,38,1285,13,O,58.2
181391,17,31,10259,20141,C,82.7
181404,42,32,349,31,M,364.7
181436,48,41,3024,41150,M,26.6
181440,53,37,65,4,O,218.8
181454,48,24,46952,36969,O,206.9
181458,1,34,912,535,O,543.3
181472,9,36,5857,413,O,69.3
181478,37,26,12208,50171,O,34.6
181482,34,37,5860,3,O,146.5
181511,12,36,72617,14617,O,508.5
181538,26,6,2913,2615,C,250.3
181561,45,34,303,13,C,989.4
181662,12,35,236613,16380,O,214.3
181692,6,33,15110,8963,O,1139.2
181697,9,41,2792,58773,O,274.6
181702,25,37,124997,796,O,27.8
181733,9,38,1911,17,O,68.8
181742,4,35,1749,80,O,70.9
181763,48,35,1961,1256,C,521.1
181767,56,29,2740,6,O,19.7
181822,6,37,51062,664,O,157.5
181857,18,34,126,2,C,442.3
181862,33,35,20546,63,O,124.1
181863,20,32,7577,39876,C,12.3
181867,48,7,43949,41243,O,35.9
181880,39,34,310,29,O,232.1
181910,26,35,174,11,O,142.1
181956,25,30,3445,763,C,363.6
182006,24,31,13516,34662,C,61.7
182066,27,33,16,2,O,620.8
182071,1,34,37322,34044,C,89.6
182090,12,35,1162,82,O,20.3
182094,22,24,522,33,C,490.9
182113,37,24,190,77,O,4282.5
182127,4,35,22694,59,O,14.1
182130,6,3,100101,40040,O,31.8
182141,25,21,672,59,O,85.4
182143,6,35,569,8,O,138.8
182167,48,33,45034,45904,C,57.1
182197,6,35,58778,33,O,2199
182279,4,43,19086,12369,M,143.9
182322,24,37,209,5,O,88.5
182333,36,38,2345,37,O,359.3
182343,51,2,15540,62162,O,61.5
182352,12,38,639,81,O,5787.5
182367,36,20,53769,39240,C,60.7
182426,50,12,2656,38039,O,229.7
182443,51,33,9530,14660,C,36.1
182521,30,35,514,3,O,16.3
182562,18,24,170,8,O,245.2
182588,6,33,1921,25,O,1148.2
182660,17,33,1504,306,M,864.6
182818,12,33,1292,12,O,87
182825,39,34,106,2,C,1130.8
182829,42,34,217,3,C,111
182831,6,7,166936,9923,O,150.9
182842,36,23,521,282,C,544.6
182846,36,38,144,1,O,594.9
182854,4,24,5739,1070,C,25
182870,39,33,138,17,O,5422.4
182896,36,40,11638,2,O,6.4
182943,45,31,140,71,O,96.2
182971,36,24,14748,30252,C,54.5
182972,45,32,78035,42181,M,22.5
183006,27,34,182006,34581,C,18.8
183033,42,24,2645,44,O,124
183056,34,30,44592,39041,O,29.8
183082,12,20,23380,791,O,65.1
183151,29,9-Jun,2027,60,O,98.2
183155,1,20,25279,31305,O,7.9
183159,47,23,57549,30538,O,64.5
183195,44,34,7280,9,C,59.7
183219,20,24,9,5,C,554.5
183250,39,23,424,1754,C,486
183256,51,34,55259,10623,O,53.7
183297,17,34,6180,22,O,435.7
183332,8,41,32990,46389,O,40.4
183351,26,32,44450,97121,C,429.2
183382,48,30,751,137,O,21
183445,34,35,22,1,O,181.8
183448,24,30,463,19,C,260.4
183479,36,28,6651,5504,C,38.3
183505,10,35,17841,25,O,158.3
183512,36,39,12967,504,C,21.2
183566,36,35-38,27,1,O,9791.7
183590,42,32,5,1,O,45.3
183641,25,38,2512,5,O,288.8
183644,37,31,6678,49680,O,26.9
183671,12,43,3505,356,O,82
183679,36,34,1611,21,O,366.1
183708,37,35,1619,13,C,939.8
183715,25,38,136160,1282,O,24.5
183718,12,37,10270,286,O,737.5
183753,25,35,1365,152,O,205.5
183786,54,40,15146,1545,C,85.4
183814,48,21,29082,303,O,84.9
183847,39,24,2783,9778,C,165.6
183864,12,43,58177,37721,O,82.1
183868,39,36,27,1,O,32526
184070,48,32,2003,140,O,700.5
184080,35,7,73026,49047,M,20.4
184102,32,43,2389,238,C,29.6
184105,39,24,202089,36114,O,60.8
184108,42,24,47303,38758,C,64.8
184116,24,40,14515,114,O,77.8
184199,25,5,3973,492,O,39.8
184233,10,31,240,641,O,135.4
184253,37,33,858,320,O,212.1
184258,13,35,13685,6,O,89
184278,39,24,57003,43252,M,155
184283,53,33,14870,17,O,584.8
184293,48,41,3299,25962,M,36.8
184346,48,40,2485,272,C,12.5
184386,42,35,1575,2,C,143.5
184423,1,34,2038,41,C,40.8
184464,8,37,1430,2,C,1709.4
184473,6,30,116,7,C,69.3
184479,55,39,1825,1393,C,7085.4
184498,18,36,20512,4177,C,456.1
184515,26,30,423,116,C,4754.5
184517,51,35,71312,18103,C,17.9
184521,17,34,19914,2462,O,290.9
184565,55,38,2398,2245,M,478.7
184660,25,35,1567,14,O,303.5
184738,48,35,53,1,O,486.8
184748,42,30,104,11,C,187.1
184756,39,20,75001,41853,C,71.5
184767,6,3,9166,11,O,644.1
184775,53,24,1310,63,O,576.3
184826,41,35,15926,148,O,1836.7
184828,55,40,258,29,O,36.7
184838,37,30,92783,29455,M,25.5
184862,39,31,342,34,C,1497.6
184871,6,34,5421,23,O,149
184878,55,24,3792,18004,C,130.4
184908,4,40,2437,37,C,392.1
184925,12,36,11285,4889,O,47.8
184981,12,38,2969,188,O,3.1
184991,1,34,2409,104,O,287
185002,6,35,4710,15,O,4971.1
185045,33,30,127,8,O,123.3
185055,13,13,8141,288917,O,78.9
185085,36,34,1688,1,C,243.8
185098,6,35,77515,760,O,66.4
185117,22,34,1331,4,O,60
185173,31,39,17047,9961,C,72.5
185185,8,35,14,1,O,263.8
185188,6,33,5708,35057,O,423.9
185206,25,35,153,2,O,67.9
185301,27,26,11161,41856,O,43.2
185302,6,35,4905,2,M,1575.5
185327,40,24,336,27,O,125.3
185332,48,43,81626,44607,M,47.8
185343,53,40,30053,938,O,86.6
185360,21,31,221517,34724,O,18.7
185392,39,24,64,9,O,2707.3
185393,37,30,1529,1103,O,38.2
185444,6,31,7987,44289,M,76.1
185448,36,34,1071,10,O,8.8
185449,39,20,35967,46234,O,163
185452,38,2,6103,56566,C,90.4
185466,34,7,37211,51683,C,92.1
185471,39,38,5070,17,O,32.8
185473,29,40,537,12,C,2148.6
185496,48,33,118524,61405,M,17.2
185566,36,40,97,8,O,36.3
185653,8,33,500617,443,C,71.6
185659,17,24,17517,8556,C,36.5
185680,6,30,1350,22,O,183.7
185698,34,27,3094,51138,O,1821.2
185740,22,40,111800,51721,O,92.3
185749,35,33,31939,32346,M,68.5
185775,34,35,9,1,O,23.5
185783,55,8,28729,48052,C,39
185791,29,24,35831,28213,O,133.3
185804,36,31,152901,44035,M,11.7
185825,55,7,48279,17556,C,30.1
185827,9,35,1427,4,M,21.6
185837,6,33,17993,16615,M,14
185838,25,35,127864,56,O,48.1
185842,6,43,78472,60860,O,658.5
185863,13,3,31737,40374,O,35.5
185892,21,31-34,173,131,C,2797.4
185919,50,27,987,21915,C,1658.3
185962,48,38,74984,202,O,205.8
185977,6,24,15991,2725,O,335
186032,48,33,796,302,O,450.1
186074,1,37,1597,381,O,159.2
186077,12,37,1090,2,C,631.4
186094,20,29,22,8,O,1030.3
186125,38,34,464,100,C,200.3
186135,25,38,1,1,M,509.9
186175,6,41,6556,41301,O,123.3
186178,13,35,4469,44,C,8920.1
186221,17,38,308,1,C,239.3
186234,12,36,4349,614,O,205.1
186266,4,38,785,62,O,496.1
186308,21,36,68880,34985,M,153.4
186315,9,32,2623,46,C,178.3
186324,39,36,3063,2275,C,336.7
186341,25,35,1622,36,O,1036.2
186360,39,20,10502,2402,C,147.3
186403,18,24,138521,38687,M,34.7
186428,37,34,239,4,O,1595.1
186439,48,30,47168,16013,M,19.8
186460,48,32,27803,3104,M,170.5
186541,51,34,106996,22963,C,53.1
186558,26,24,12702,11444,C,29.5
186594,6,35,192,1,O,193.1
186600,18,29,9,1,C,27.8
186623,6,35,1089,236,C,458.9
186645,17,2,119624,781220,O,14.2
186646,40,34,2927,20,C,156.4
186660,39,39,147,97,C,3132.2
186662,6,32,762,3258,O,15.8
186665,36,37,13787,25,O,50
186719,51,35,1893,226,O,900.5
186776,24,40,437,12,O,679.8
186898,6,34,105,11,C,10859.9
186910,42,35,1,1,O,26.8
186945,48,40,25,2,O,33222.8
186982,33,35,2665,3,O,215.8
187001,18,36,81112,15472,O,20.7
187032,6,30,2328,269,O,1222.1
187041,17,28,10876,18185,C,34.5
187081,45,32,27032,15447,M,88.2
187113,6,40,246,96,C,1589.2
187118,8,40,18463,50,O,29.4
187119,48,40,890,2,O,146.4
187155,40,33,1133,54,O,1069.8
187175,45,41,3627,45343,O,336.3
187177,37,21,12755,36950,C,33.5
187217,17,35,491,47,O,267
187219,36,24,79091,19377,O,67.6
187249,42,31,7746,40022,C,367.1
187263,27,40,642,355,C,953.4
187307,41,24,33103,46975,M,36.8
187310,6,41,38390,76941,O,446.3
187328,50,27,2880,41133,C,1657
187336,37,23,360,422,C,1384.3
187349,12,3,192,23,O,3633.7
187360,26,28,2947,3049,C,362.9
187378,6,32,614,11,O,2500.7
187388,18,36,637,109,C,192.3
187397,12,43,38803,22532,O,51.2
187412,45,40,375,2,O,128
187419,6,38,8590,103,O,113.4
187463,37,20,150303,31017,M,24.4
187483,45,34,1089847,83591,O,123.2
187495,18,36,2097,316,C,369.8
187586,17,36,8597,319,M,266.5
187604,53,28,2824,3217,C,157
187626,49,36,18244,9761,C,720.2
187639,27,35,892,5,C,78.1
187746,29,24,33,3,O,608.3
187756,17,4,5166,52589,O,240.6
187773,47,23,5884,1333,C,16.2
187810,25,40,3661,76,O,275.8
187843,6,35,10972,26,O,66.8
187856,12,24,35551,41991,O,141.1
187872,25,35,798,1,O,123.4
187896,36,23,1339,15,O,1091.6
187952,9,32,128352,62986,O,16.7
187966,36,7,352,123,O,82.5
187972,31,35,14675,115,O,43.5
187977,6,40,17584,26,O,90.7
188015,18,20,1001,218,C,12
188063,48,40,22,1,O,1128
188089,19,36,47,1,O,969.9
188232,12,34,3201,53,O,453.9
188233,34,21,5576,36,O,93.9
188236,17,36,49,126,C,858.1
188241,23,30,38,13,C,665.6
188270,34,35,114,5,O,70.8
188294,26,36,2670,128,M,322.4
188328,48,33,458,137,M,416.6
188398,6,33,7197,39666,O,92.2
188411,6,23,23919,4435,C,21.1
188424,29,33,1553,5,C,239.6
188516,47,32,58544,39030,M,113.1
188550,51,37,2,12,O,554
188561,36,41,2266,13078,O,67.8
188573,6,41,2525,40394,O,475.2
188575,25,33,3049,20388,O,239.5
188591,36,38,9454,9,O,99.1
188607,17,2,39880,260444,O,14.1
188612,34,24,41755,9575,M,202.4
188620,6,35,53133,1373,O,97.2
188710,53,38,29490,205,O,426.7
188716,42,36,62346,137,C,36.8
188749,13,35,4563,47,O,13.6
188764,37,23,30305,546,O,675
188795,9,30,32,1,O,142.1
188811,34,7,8587,1744,C,2336.8
188818,50,24,962,7,M,200.3
188850,6,31,8368,50532,O,30.5
188877,13,3,43247,43247,O,69.6
188882,4,34,40,3,O,205.8
188888,36,35,38,1,O,405.9
189044,17,30,32,3,C,134.1
189077,48,35,1105,1,O,109.3
189107,36,7,2147,715,O,329.6
189121,25,24,52,24,O,28.4
189136,37,30,3581,5191,O,38.1
189139,18,38,250,7,O,325
189157,6,38,13866,19,O,546.5
189199,42,31,167,143,O,188.3
189202,21,35,3445,359,M,2151.4
189207,29,34,8937,662,C,308.6
189289,38,7,95553,163927,M,75.8
189292,6,43,2120,12,O,59.2
189341,9,24,86,1,O,168.7
189353,51,40,450,3951,O,27.4
189360,9,23,202175,35607,M,17.4
189361,53,37,5769,43,C,37.6
189366,9,43,204,12,O,924.7
189419,6,37,4287,10,O,368
189432,29,23,266,12,C,57.4
189455,6,24,31946,8559,O,37.5
189495,10,24,3823,8,O,425
189517,6,41,4468,41567,O,85.1
189532,54,32,78380,38160,M,72.4
189536,55,26,29311,38684,M,37.7
189539,42,32,14197,275,O,184.3
189604,21,35,273,5,O,39.9
189632,8,23,16493,2281,O,86.6
189642,42,24,956,20,O,23.1
189649,25,35,1083,10,O,2031.8
189666,26,32,122535,18503,M,46.9
189697,17,34,17189,1670,O,89.8
189708,41,35,4348,2,O,229.5
189710,6,24,19949,67865,O,40.1
189770,12,35,9,1,O,360.2
189785,37,3,41112,48938,O,26
189787,26,7,6666,5097,C,153.2
189801,21,34,390,27,M,569.6
189811,17,38,77375,860,O,31.5
189814,34,23,25990,23003,C,14.2
189822,48,23,6918,6947,C,66.5
189831,6,35,1702,5,O,197.7
189854,10,28,83959,12535,C,4
189879,48,23,1831,451,C,795.2
189896,47,26,452,40,O,297.6
189911,33,35,32633,23,O,48.8
189913,53,32,21008,52156,C,225
189929,53,38,229,2,O,437.7
189932,17,20,55463,45649,C,88.1
189961,49,32,31627,66738,C,383.1
189981,18,24,819,118,C,41.5
190015,16,7,53779,40133,M,139.9
190032,55,35,501,2,O,20.3
190040,47,35-38,125,1,O,34.3
190048,17,35,372,7,M,47.7
190085,48,24,103524,169574,C,115.1
190086,6,23,27452,4506,O,120.1
190116,48,24,21497,6585,C,48.6
190145,33,27,39582,36409,C,27.1
190245,6,35,1316,2,O,2338.3
190248,55,34,3861,10,M,2012.8
190271,27,32,6297,2232,M,33.5
190288,53,27,14829,53247,C,39.9
190302,42,38,13172,789,O,89.6
190319,42,40,4,1,C,1264.7
190344,53,18,37409,68172,C,3.5
190349,55,34,87780,15974,O,44.9
190372,36,33,106,3,C,78.9
190385,35,40,410,21,O,348.8
190389,18,9-Jun,1238,228,O,26.1
190423,29,34,117368,42748,O,635.7
190492,47,24,1864,219,O,125.6
190494,26,36,5609,172,C,125
190508,36,27,2111,1348,O,37
190516,42,14,6698,89,O,187.2
190539,6,38,1196,1,O,1657.8
190545,6,40,75942,12833,O,67.5
190572,24,35,92848,307,O,10.8
190593,15,41,42695,51132,O,62.6
190605,19,3,5418332,18923828,M,20.8
190682,37,21,578924,23278,C,33.4
190688,13,31-34,1137,21,O,112.4
190703,39,31,13097,8399,O,158.6
190769,13,38,45770,16,O,58.5
190783,29,35,145,5,O,147.9
190806,53,24,699,261,O,595.9
190829,39,24,13842,13211,M,225.9
190838,17,40,3291,87,O,1819.9
190879,51,39,72,2,C,190.2
190883,40,33,3655,1411,C,48.8
